sex,age,address,family_size,parents_together,mother_job,father_job,guardian,travel_time,study_time,failed_classes,school_support,extra_curricular,want_higher,internet,romantic_rel,family_rel,free_time,go_out,workday_alcohol,weekend_alcohol,absences,grade
Male,17,Urban,Greater than 3,Together,other,other,father,10,2,0,no,yes,yes,yes,no,4,3,4,1,4,4,0.3
Male,17,Urban,Less than 3,Together,teacher,other,mother,10,2,0,no,yes,yes,yes,no,4,4,4,1,3,0,0.5
Female,17,Urban,Greater than 3,Together,at_home,other,father,10,2,0,no,no,yes,yes,no,5,3,3,1,1,2,0.55
Female,15,Urban,Greater than 3,Together,services,other,mother,25,2,0,yes,no,yes,yes,no,4,3,5,1,1,26,0.3
Male,15,Urban,Greater than 3,Together,other,other,mother,10,2,0,no,yes,yes,yes,no,5,5,1,1,1,0,0.75
Female,15,Urban,Greater than 3,Together,other,other,father,10,2,0,no,yes,yes,yes,no,4,3,2,2,3,2,0.5
Female,15,Urban,Less than 3,Together,at_home,other,mother,10,2,3,yes,no,yes,yes,no,4,3,2,2,3,10,0.5
Female,15,Urban,Greater than 3,Together,teacher,teacher,mother,25,1,0,no,yes,yes,yes,no,4,3,2,1,1,0,0.75
Male,15,Rural,Less than 3,Together,health,services,father,10,2,0,no,yes,yes,yes,no,5,3,4,1,2,0,0.7000000000000001
Female,16,Urban,Greater than 3,Together,other,other,mother,10,1,0,no,yes,yes,yes,no,5,3,4,1,2,6,0.7000000000000001
Female,17,Rural,Greater than 3,Together,other,services,father,25,2,0,no,no,yes,no,no,3,2,2,1,2,0,0.65
Female,17,Urban,Greater than 3,Together,health,health,father,10,2,0,no,no,yes,yes,no,5,2,5,1,1,0,0.8
Male,16,Urban,Greater than 3,Together,services,services,mother,10,1,0,no,yes,yes,yes,yes,3,3,3,1,2,2,0.55
Male,18,Urban,Greater than 3,Together,services,other,mother,10,2,0,no,yes,yes,yes,no,4,4,4,2,4,10,0.55
Female,17,Urban,Greater than 3,Together,other,other,mother,10,2,0,no,no,yes,yes,no,5,4,5,1,2,12,0.7000000000000001
Female,17,Urban,Less than 3,Together,teacher,services,mother,10,4,0,no,yes,yes,yes,no,4,2,3,1,1,2,0.8500000000000001
Male,19,Urban,Greater than 3,Together,at_home,other,other,25,1,3,no,yes,no,yes,yes,4,4,3,1,3,4,0.45
Female,16,Urban,Greater than 3,Together,other,other,mother,10,2,0,no,no,yes,yes,yes,5,4,4,1,1,0,0.4
Female,18,Rural,Greater than 3,Together,teacher,other,mother,25,2,0,no,yes,yes,yes,no,4,3,4,2,2,8,0.6000000000000001
Male,16,Rural,Greater than 3,Together,teacher,teacher,mother,10,1,0,no,yes,yes,yes,no,3,5,5,2,5,8,0.75
Female,17,Rural,Greater than 3,Together,other,services,mother,45,1,1,no,no,yes,yes,yes,5,2,1,1,2,0,0.45
Female,16,Rural,Greater than 3,Together,other,services,mother,45,2,0,no,no,yes,yes,no,4,5,4,1,2,2,0.75
Female,17,Urban,Greater than 3,Together,services,services,father,10,2,0,no,yes,yes,no,no,5,4,2,2,3,0,0.8500000000000001
Female,16,Urban,Greater than 3,Apart,services,other,father,10,1,0,no,no,yes,yes,no,3,2,1,1,4,16,0.55
Male,19,Urban,Greater than 3,Together,other,other,mother,10,1,0,no,no,yes,yes,no,5,3,4,1,4,10,0.55
Female,17,Urban,Greater than 3,Apart,services,services,mother,10,2,0,no,no,yes,yes,yes,5,2,2,1,2,23,0.65
Female,18,Rural,Greater than 3,Together,other,other,mother,25,2,0,no,no,no,yes,yes,4,3,5,1,2,0,0.0
Female,18,Urban,Greater than 3,Together,other,other,mother,25,3,0,no,yes,yes,yes,no,4,5,5,1,2,0,0.7000000000000001
Male,16,Urban,Greater than 3,Together,at_home,services,father,10,1,1,no,no,no,yes,no,5,3,3,1,4,2,0.4
Female,16,Urban,Greater than 3,Together,services,other,mother,10,2,0,no,no,yes,yes,no,4,2,3,1,1,2,0.8
Male,16,Urban,Greater than 3,Together,services,services,mother,10,1,0,no,yes,yes,yes,no,5,3,2,1,2,0,0.6000000000000001
Female,15,Urban,Greater than 3,Together,other,other,father,25,1,0,no,yes,yes,no,no,3,5,1,1,1,4,0.55
Female,18,Rural,Less than 3,Together,other,other,mother,25,3,0,no,no,yes,yes,no,5,4,4,1,1,0,0.95
Male,19,Rural,Greater than 3,Together,other,services,mother,25,1,1,no,no,yes,no,no,4,3,2,1,3,0,0.0
Male,15,Urban,Less than 3,Apart,services,other,mother,65,1,0,no,no,yes,yes,no,4,5,5,2,5,0,0.55
Female,18,Urban,Greater than 3,Together,at_home,other,father,10,2,0,no,no,yes,yes,no,4,1,4,1,1,8,0.7000000000000001
Female,17,Urban,Greater than 3,Together,at_home,other,mother,10,3,0,no,yes,yes,no,yes,4,3,4,1,1,12,0.6000000000000001
Male,16,Urban,Greater than 3,Together,other,other,father,25,1,0,no,no,yes,yes,no,5,3,3,1,1,0,0.7000000000000001
Male,21,Rural,Greater than 3,Together,other,other,other,10,1,3,no,no,yes,no,no,5,5,3,3,3,3,0.35
Male,15,Rural,Greater than 3,Together,teacher,at_home,mother,10,2,0,no,yes,yes,yes,yes,4,5,2,1,1,0,0.75
Female,17,Rural,Less than 3,Together,services,services,mother,10,3,0,no,yes,yes,yes,no,3,3,2,2,2,0,0.5
Male,17,Rural,Greater than 3,Together,at_home,other,mother,10,2,0,no,no,yes,no,no,3,1,3,1,5,6,0.5
Male,17,Rural,Greater than 3,Together,at_home,at_home,mother,10,2,0,no,yes,yes,no,yes,3,5,2,2,2,2,0.9
Male,16,Rural,Greater than 3,Together,other,other,mother,25,1,0,no,yes,yes,no,no,3,3,2,1,3,2,0.6000000000000001
Male,16,Urban,Greater than 3,Together,at_home,other,mother,25,3,0,no,yes,yes,yes,yes,5,3,3,1,3,10,0.5
Male,18,Urban,Less than 3,Together,other,services,father,25,1,0,no,no,yes,yes,yes,3,3,2,1,2,4,0.5
Female,16,Rural,Greater than 3,Together,at_home,other,father,25,2,3,yes,no,yes,no,no,3,4,3,1,1,0,0.4
Male,17,Rural,Greater than 3,Together,other,other,mother,10,1,0,no,no,yes,yes,no,4,4,2,2,4,0,0.65
Male,18,Rural,Less than 3,Together,services,other,mother,45,1,0,no,no,yes,yes,no,4,4,1,3,4,4,0.55
Male,16,Rural,Less than 3,Together,at_home,other,mother,25,1,0,no,yes,yes,yes,no,4,5,5,2,4,0,0.45
Female,16,Rural,Greater than 3,Together,other,other,mother,45,2,0,no,no,yes,yes,no,4,4,5,1,1,4,0.55
Male,17,Urban,Less than 3,Apart,other,other,mother,10,2,0,no,no,yes,yes,no,4,4,4,1,2,10,0.9
Male,19,Urban,Greater than 3,Together,services,at_home,mother,10,1,3,no,no,no,yes,yes,4,5,4,1,1,0,0.0
Male,16,Urban,Greater than 3,Together,other,other,mother,25,3,0,no,no,yes,yes,yes,3,2,3,2,2,4,0.65
Male,15,Urban,Less than 3,Apart,services,other,mother,10,2,0,no,no,yes,yes,no,4,2,2,1,1,0,0.95
Female,16,Urban,Greater than 3,Apart,services,other,father,10,1,0,no,no,yes,yes,no,3,2,1,1,4,12,0.7000000000000001
Female,17,Urban,Greater than 3,Together,other,other,mother,10,2,0,no,yes,yes,yes,no,5,3,4,1,3,2,0.8500000000000001
Male,17,Urban,Greater than 3,Together,other,other,father,10,1,1,no,yes,no,yes,yes,5,3,5,5,5,12,0.35
Female,17,Urban,Greater than 3,Together,at_home,health,mother,25,2,0,no,no,yes,yes,yes,4,3,3,1,1,6,0.8
Male,17,Urban,Less than 3,Together,services,services,mother,25,1,0,no,no,yes,yes,no,2,4,5,3,4,6,0.5
Male,18,Rural,Greater than 3,Together,services,other,mother,10,1,1,no,no,no,yes,no,2,3,1,2,2,0,0.0
Male,15,Rural,Greater than 3,Together,health,services,mother,10,2,0,no,yes,yes,yes,yes,5,4,2,1,1,8,0.45
Female,16,Rural,Greater than 3,Together,health,teacher,mother,10,2,0,no,yes,yes,no,no,2,4,4,2,3,6,0.55
Female,17,Rural,Less than 3,Together,services,other,mother,10,1,0,no,no,yes,no,no,5,2,1,1,2,12,0.5
Female,18,Rural,Greater than 3,Together,at_home,other,mother,10,2,1,no,no,yes,yes,yes,4,3,2,1,1,9,0.35
Female,15,Urban,Greater than 3,Together,other,other,father,10,2,0,no,yes,yes,yes,no,4,3,2,2,3,2,0.6000000000000001
Female,16,Urban,Greater than 3,Together,teacher,other,mother,10,2,0,no,yes,yes,yes,yes,1,3,2,1,1,4,0.75
Male,17,Urban,Greater than 3,Together,services,other,mother,10,2,1,no,yes,yes,yes,yes,5,4,4,3,4,8,0.4
Female,18,Rural,Greater than 3,Together,services,other,mother,25,3,0,no,no,yes,yes,yes,4,2,1,1,1,5,0.75
Female,15,Urban,Greater than 3,Together,other,services,mother,25,3,0,no,yes,yes,no,no,5,3,2,1,1,0,0.7000000000000001
Male,16,Urban,Greater than 3,Together,teacher,other,mother,10,2,0,no,yes,yes,yes,no,3,4,3,2,3,10,0.4
Male,16,Urban,Less than 3,Together,services,other,mother,10,2,0,no,yes,yes,yes,no,5,4,2,1,2,6,0.65
Female,15,Urban,Greater than 3,Together,teacher,services,mother,10,3,0,no,yes,yes,yes,no,4,2,2,1,1,2,0.55
Female,19,Urban,Greater than 3,Together,other,other,other,10,4,0,no,yes,yes,yes,no,4,3,3,1,2,10,0.4
Female,17,Rural,Greater than 3,Together,teacher,other,mother,25,3,0,no,yes,yes,yes,yes,4,4,2,1,1,6,0.35
Female,17,Rural,Greater than 3,Together,at_home,other,father,10,3,0,no,no,yes,yes,yes,4,4,3,1,1,0,0.75
Female,18,Rural,Greater than 3,Apart,other,services,mother,25,2,0,no,no,no,yes,yes,4,1,1,1,1,15,0.5
Male,15,Urban,Less than 3,Together,teacher,services,mother,10,3,0,no,yes,yes,yes,no,5,4,3,1,1,2,0.9
Male,17,Urban,Greater than 3,Together,services,other,mother,10,2,0,no,yes,yes,yes,yes,5,4,4,3,4,2,0.5
Male,17,Urban,Less than 3,Together,services,services,mother,25,1,0,no,no,yes,yes,no,2,4,5,3,4,3,0.8
Male,16,Urban,Greater than 3,Together,other,other,father,10,2,0,no,no,no,yes,no,4,3,5,2,4,0,0.55
Male,17,Urban,Greater than 3,Together,services,services,mother,10,1,3,no,yes,yes,yes,no,5,5,5,2,4,16,0.25
Female,16,Urban,Greater than 3,Together,health,other,mother,10,1,0,no,no,yes,yes,no,4,4,4,1,2,4,0.7000000000000001
Female,15,Rural,Greater than 3,Together,other,other,mother,10,2,2,yes,no,yes,yes,yes,3,3,4,2,4,2,0.25
Female,15,Rural,Greater than 3,Together,at_home,at_home,father,45,2,0,no,no,yes,no,no,4,2,1,1,2,0,0.7000000000000001
Female,16,Urban,Greater than 3,Together,other,other,mother,10,1,0,no,yes,yes,yes,no,5,3,4,1,2,4,0.65
Female,18,Urban,Less than 3,Together,other,other,other,10,2,0,no,yes,yes,yes,yes,4,3,3,1,1,0,0.6000000000000001
Female,20,Rural,Greater than 3,Together,other,other,other,25,2,0,no,yes,no,yes,yes,1,2,3,1,2,8,0.6000000000000001
Male,17,Rural,Greater than 3,Together,other,services,mother,25,1,0,no,yes,yes,yes,yes,4,5,5,1,3,0,0.5
Female,18,Urban,Less than 3,Together,other,other,other,10,2,0,no,yes,yes,yes,yes,4,3,3,1,1,0,0.0
Female,16,Urban,Greater than 3,Apart,other,other,other,25,1,0,no,yes,yes,yes,yes,4,3,2,1,1,4,0.5
Female,19,Urban,Greater than 3,Together,other,other,other,45,3,0,no,yes,no,no,yes,1,5,5,4,3,12,0.55
Male,16,Urban,Greater than 3,Together,health,other,mother,10,1,0,no,yes,yes,yes,no,3,4,4,1,4,4,0.65
Female,18,Urban,Greater than 3,Together,at_home,other,father,10,3,0,no,no,yes,yes,yes,4,3,4,1,2,5,0.8500000000000001
Male,18,Rural,Less than 3,Together,services,other,mother,25,3,0,no,yes,yes,yes,no,5,4,2,1,1,8,0.7000000000000001
Female,16,Rural,Less than 3,Together,other,other,father,45,1,0,no,yes,yes,no,yes,4,3,2,1,1,0,0.8
Female,16,Urban,Greater than 3,Apart,other,other,mother,10,2,0,no,yes,yes,yes,yes,5,3,4,1,1,8,0.5
Female,19,Urban,Greater than 3,Together,other,other,other,25,2,1,no,no,yes,yes,yes,1,1,4,4,1,12,0.45
Male,16,Urban,Less than 3,Together,other,other,mother,10,2,0,no,yes,yes,yes,yes,4,2,3,1,2,0,0.75
Male,17,Urban,Greater than 3,Together,services,services,mother,10,1,0,no,yes,yes,yes,no,4,1,4,5,5,8,0.45
Male,16,Rural,Greater than 3,Together,other,other,father,25,2,0,no,no,yes,no,no,4,3,3,1,1,0,0.55
Female,17,Urban,Less than 3,Together,teacher,services,mother,10,4,0,no,yes,yes,yes,no,4,2,3,1,1,6,0.65
Female,17,Urban,Greater than 3,Together,teacher,teacher,mother,25,3,0,no,no,yes,yes,yes,4,3,3,1,2,4,0.7000000000000001
Male,16,Rural,Less than 3,Together,teacher,other,father,45,1,0,no,yes,yes,yes,no,3,3,4,3,5,8,0.5
Female,15,Urban,Less than 3,Apart,other,other,mother,10,2,0,yes,yes,yes,yes,yes,5,3,2,1,1,0,0.55
Female,16,Urban,Greater than 3,Together,other,other,mother,10,2,0,no,no,yes,yes,yes,5,4,4,1,1,0,0.55
Male,18,Urban,Less than 3,Apart,teacher,teacher,mother,10,2,0,no,yes,yes,yes,no,5,4,3,1,1,9,0.75
Female,16,Urban,Greater than 3,Together,at_home,services,mother,10,2,3,no,yes,yes,yes,yes,4,3,5,1,1,0,0.0
Female,15,Rural,Greater than 3,Together,teacher,other,mother,25,1,0,no,no,yes,yes,yes,1,5,1,3,5,0,0.7000000000000001
Male,18,Rural,Greater than 3,Together,other,other,mother,10,3,0,no,yes,yes,no,no,5,3,2,1,1,1,0.6000000000000001
Male,20,Urban,Less than 3,Apart,services,services,other,10,2,2,no,no,yes,no,no,5,5,4,4,5,11,0.45
Male,17,Urban,Less than 3,Together,other,services,mother,10,3,0,no,no,yes,yes,no,4,4,3,1,2,0,0.8
Female,17,Urban,Less than 3,Apart,teacher,other,mother,10,2,0,no,yes,yes,no,no,4,3,2,1,1,4,0.7000000000000001
Female,18,Rural,Greater than 3,Together,other,other,mother,65,3,0,no,no,yes,yes,no,4,3,2,1,2,4,0.6000000000000001
Female,17,Urban,Greater than 3,Together,other,other,mother,10,2,0,no,no,yes,no,no,4,4,4,1,3,4,0.5
Male,16,Urban,Less than 3,Together,services,services,mother,65,3,0,no,no,yes,no,no,5,1,3,2,2,0,0.5
Female,17,Urban,Greater than 3,Together,other,other,mother,10,2,0,no,yes,yes,yes,no,5,3,4,1,3,10,0.75
Male,16,Urban,Greater than 3,Together,other,other,mother,10,1,0,no,yes,yes,no,no,5,3,2,2,2,0,0.7000000000000001
Female,19,Rural,Greater than 3,Together,other,other,other,10,3,1,no,no,yes,yes,yes,4,1,2,1,1,40,0.55
Male,17,Urban,Greater than 3,Together,other,other,mother,10,1,3,no,no,yes,yes,no,5,4,5,1,2,0,0.0
Female,19,Urban,Less than 3,Together,at_home,other,other,10,2,1,yes,yes,yes,yes,no,4,4,3,1,3,18,0.5
Female,18,Urban,Greater than 3,Together,services,other,mother,10,2,0,no,yes,yes,yes,yes,3,1,2,1,2,4,0.65
Male,15,Urban,Greater than 3,Apart,other,other,other,10,3,0,no,no,yes,yes,yes,4,5,2,1,1,0,0.75
Female,15,Urban,Greater than 3,Together,other,other,mother,10,4,0,yes,no,yes,yes,no,5,1,2,1,1,4,0.5
Male,18,Rural,Less than 3,Together,other,services,mother,10,2,0,no,no,yes,yes,yes,4,3,3,1,3,8,0.5
Female,19,Rural,Greater than 3,Apart,services,at_home,other,10,3,1,no,no,yes,no,no,5,4,3,1,2,12,0.65
Male,17,Rural,Greater than 3,Together,other,services,mother,25,1,0,no,no,no,no,no,5,2,2,1,1,0,0.5
Female,15,Urban,Greater than 3,Together,teacher,health,mother,10,2,0,no,no,yes,yes,no,3,3,3,1,2,2,0.7000000000000001
Female,17,Rural,Greater than 3,Together,at_home,other,father,10,2,1,no,no,yes,no,yes,4,5,4,1,2,0,0.5
Male,16,Urban,Less than 3,Apart,services,other,mother,10,2,0,yes,yes,yes,yes,no,5,3,3,1,1,4,0.55
Male,17,Urban,Greater than 3,Together,other,services,mother,10,1,0,no,yes,yes,yes,no,4,3,5,3,5,3,0.8
Male,15,Urban,Greater than 3,Apart,other,services,mother,10,4,0,no,yes,yes,yes,yes,1,3,3,5,5,4,0.6000000000000001
Male,16,Urban,Less than 3,Together,at_home,other,mother,10,1,1,no,yes,yes,no,yes,4,4,4,3,5,6,0.7000000000000001
Female,18,Urban,Less than 3,Apart,other,other,mother,10,2,0,no,no,yes,yes,yes,4,3,4,1,3,2,0.65
Male,15,Urban,Less than 3,Apart,health,health,father,25,1,0,no,no,yes,no,no,5,5,5,3,4,4,0.45
Female,15,Urban,Greater than 3,Together,services,other,father,45,3,0,no,yes,yes,yes,no,5,2,2,1,1,4,0.6000000000000001
Male,16,Rural,Greater than 3,Together,services,services,mother,25,1,0,no,yes,yes,yes,yes,5,4,3,2,4,6,0.4
Male,18,Rural,Greater than 3,Together,other,other,father,25,1,1,no,no,yes,no,no,5,4,3,4,3,0,0.0
Male,17,Urban,Less than 3,Together,health,other,mother,25,1,1,no,yes,yes,yes,no,4,4,4,1,2,2,0.4
Female,18,Urban,Greater than 3,Together,at_home,at_home,father,25,2,0,no,no,no,no,no,4,1,1,1,1,0,0.6000000000000001
Male,16,Rural,Greater than 3,Apart,other,teacher,mother,25,3,0,no,yes,yes,yes,yes,2,4,3,1,1,7,0.75
Male,16,Urban,Greater than 3,Together,other,other,mother,10,1,0,no,no,yes,yes,no,4,3,2,2,4,0,0.55
Male,15,Urban,Greater than 3,Apart,other,services,mother,10,4,0,no,yes,yes,yes,yes,1,3,3,5,5,0,0.6000000000000001
Female,15,Rural,Less than 3,Together,at_home,other,mother,25,1,0,no,no,no,no,no,1,3,4,1,1,0,0.45
Male,15,Urban,Less than 3,Together,other,other,mother,25,1,0,no,yes,yes,no,no,4,4,4,2,4,2,0.5
Female,18,Urban,Greater than 3,Together,services,services,father,10,2,0,no,no,yes,no,yes,5,3,4,1,1,0,0.45
Female,15,Rural,Greater than 3,Together,services,services,other,25,3,2,no,yes,yes,yes,yes,4,2,1,2,3,8,0.5
Female,18,Urban,Greater than 3,Together,services,services,mother,25,2,0,no,no,yes,yes,yes,4,3,2,1,3,0,0.5
Female,18,Urban,Less than 3,Together,teacher,other,mother,10,2,0,no,yes,yes,yes,no,4,2,2,1,1,0,0.8500000000000001
Male,19,Rural,Greater than 3,Together,at_home,services,other,10,1,0,no,no,yes,no,yes,5,3,4,2,2,0,0.5
Female,17,Urban,Greater than 3,Together,other,other,mother,10,2,0,no,no,yes,yes,yes,4,3,2,2,3,0,0.75
Male,16,Rural,Less than 3,Apart,at_home,other,mother,10,2,0,no,no,yes,no,no,5,3,2,1,3,5,0.55
Male,16,Urban,Greater than 3,Together,teacher,teacher,mother,10,1,0,no,no,no,yes,yes,3,3,2,2,1,0,0.0
Female,18,Rural,Less than 3,Together,at_home,other,mother,25,4,0,no,yes,yes,no,no,5,2,2,1,1,2,0.9
Male,18,Urban,Greater than 3,Together,services,other,mother,25,1,0,no,no,no,yes,no,4,4,5,2,4,8,0.35
Female,18,Urban,Greater than 3,Together,teacher,teacher,mother,25,2,0,no,yes,yes,yes,no,4,3,5,1,2,0,0.9
Male,19,Urban,Greater than 3,Together,other,services,other,10,2,1,no,no,yes,yes,no,4,5,2,2,2,3,0.55
Female,18,Rural,Greater than 3,Together,other,other,mother,10,2,0,no,yes,yes,yes,yes,5,3,3,1,1,4,0.4
Female,19,Urban,Greater than 3,Together,other,other,other,10,4,0,no,yes,yes,yes,no,4,3,3,1,2,4,0.6000000000000001
Female,18,Urban,Less than 3,Together,services,services,father,25,3,0,no,no,yes,yes,yes,5,4,5,1,4,0,0.65
Female,18,Rural,Less than 3,Apart,at_home,other,mother,45,2,0,no,no,yes,no,yes,4,3,4,1,4,0,0.75
Female,18,Rural,Less than 3,Apart,teacher,other,mother,10,2,0,no,yes,yes,yes,yes,5,3,1,1,1,0,0.0
Female,17,Urban,Less than 3,Together,at_home,at_home,father,25,3,0,no,no,yes,yes,no,3,3,3,2,3,0,0.75
Male,17,Urban,Greater than 3,Together,other,other,mother,25,1,3,yes,yes,no,yes,no,4,5,1,1,1,2,0.5
Male,15,Urban,Greater than 3,Together,other,other,mother,10,3,0,yes,no,yes,yes,no,5,3,2,1,2,2,0.45
Female,16,Urban,Less than 3,Together,other,other,mother,25,2,0,no,yes,yes,yes,no,1,2,4,2,2,8,0.5
Female,17,Urban,Less than 3,Together,at_home,at_home,mother,10,3,0,no,yes,yes,yes,yes,4,3,2,1,2,10,0.5
Female,17,Urban,Greater than 3,Together,health,services,mother,10,3,0,no,no,yes,yes,no,4,2,2,1,2,0,0.75
